HS Thickness (mm),LS Thickness (mm),Selective Layer Thickness (mm),Total Thickness (mm),HS Conductivity (S/m),LS Conductivity (S/m),CS Conductivity (S/m),AS Conductivity (S/m),CS Fixed Charge (mol m-3),AS Fixed Charge (mol m-3),Combined Parameter B (mol m-3),HS Concentration (mol m-3),LS Concentration (mol m-3),Combined Parameter A (mol m-3),Cation Transference Number,Charge Transfer Resistance (ohms),Current Density (A),,Capacity Retention D1D2,Capacity Retention D1D5,Capacity Retention D2D10,Coulombic Efficiency C1D2,Coulombic Efficiency C5D6,Coulombic Efficiency C9D10,Voltage Efficiency C1D2,Voltage Efficiency C5D6,Voltage Efficiency C9D10,Energy Efficiency C1D2,Energy Efficiency C5D6,Energy Efficiency C9D10,Maximum Potential D1 (V),Discharge Duration D1 (h),Average Power Density D1 (W m-3),Maximum Power Density D1 (W m-3),Energy Density D1 (Wh m-3)
0.9,0.9,0.18,3.06,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.56452591,0.432719452,0.362476382,1.177512832,1.074057274,0.283615799,0.260940496,0.26859223,1.326652719,0.307260783,0.288483439,0.37625967,0.219093998,74.39,1.066162813,7.034191238,79.28654039
0.9,0.9,0.9,4.5,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.649167192,0.546023311,0.493623406,1.129472432,1.106746432,0.25408944,0.261148502,0.259237389,1.470016091,0.294960034,0.286910055,0.373515566,0.224349899,26.66,0.65606409,4.897996626,17.47219392
0.9,0.9,1.2,5.1,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.671658429,0.575792376,0.534796063,1.193266548,1.080046188,0.270219609,0.252075488,0.257951401,1.333388884,0.300793247,0.278599427,0.360307822,0.224293026,18.36,0.596453987,4.320666153,10.93477577
0.9,0.9,1.8,6.3,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.704077463,0.631403913,0.595985396,1.114812718,1.138313411,0.260513975,0.258894381,0.24828939,1.306063518,0.288618749,0.282631143,0.340247798,0.224179257,9.87,0.574577453,3.495907983,5.658957459
0.9,1.2,0.18,3.36,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.577373632,0.465997769,0.393184873,1.207429316,0.970076533,0.300608495,0.254188189,0.284607623,1.19480218,0.306914271,0.276091176,0.359167685,0.217348412,55.93,0.926914563,6.355098866,51.81909439
0.9,1.2,0.9,4.8,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.66188557,0.569783973,0.519417011,1.158098291,1.149197317,0.267013504,0.255989019,0.24822013,1.355870471,0.296460445,0.285253908,0.362035725,0.222604321,20.66,0.62296878,4.556144293,12.85347337
1.8,0.9,0.18,4.86,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.543208644,0.402127165,0.332972252,1.103069075,1.074906221,0.273917482,0.274314609,0.268601629,1.420961449,0.302587962,0.288721562,0.389226182,0.215062339,172.06,0.705902344,4.347436144,121.442374
1.8,0.9,0.9,6.3,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.574495869,0.467023771,0.407278192,1.010435376,1.062190073,0.299070455,0.284504648,0.265469662,1.202169921,0.287473561,0.28197924,0.359533506,0.223595335,89.35,0.49436031,3.486802164,44.15821351
1.8,0.9,1.8,8.1,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.619259801,0.534264615,0.486281496,1.143347931,1.1202505,0.293242283,0.258836491,0.253581723,1.202937416,0.295940166,0.284075053,0.352752114,0.223424756,42.82,0.390076211,2.709888308,16.69311179
1.8,1.8,0.18,5.76,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.564479752,0.454851428,0.384110247,1.023127937,0.973371168,0.298118741,0.283721682,0.28157807,1.217096266,0.290283579,0.274079975,0.362839206,0.209825565,103.99,0.550176976,3.578829711,57.200085
1.8,1.8,0.9,7.2,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.612370434,0.512152322,0.459996478,1.178698985,1.122436485,0.270230176,0.254535147,0.254731575,1.373429011,0.30002032,0.285920014,0.371141963,0.21835862,55.46,0.427640083,2.979497061,23.70595681
1.8,1.8,1.8,9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.655453258,0.563509964,0.515302434,1.172281109,0.970928566,0.247228388,0.253425562,0.277462838,1.534736124,0.297085999,0.269396596,0.379430338,0.218188002,28.24,0.38170473,2.381735191,10.7709774
3.6,0.9,0.18,8.46,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.52753686,0.401488664,0.332428628,1.123582184,0.981067275,0.301543535,0.269190392,0.284604341,1.22761401,0.302457528,0.279216005,0.370179068,0.202856954,311.2,0.403470004,2.355725343,125.4795262
3.6,0.9,0.9,9.9,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.551171951,0.438042124,0.37922632,1.161880478,1.126964699,0.298598127,0.259550353,0.256779748,1.217585837,0.301566488,0.289381712,0.36356885,0.219797893,207.9,0.325372965,2.181189745,67.56603919
3.6,0.9,1.8,11.7,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.578403081,0.481937363,0.426853212,1.218912248,1.137307717,0.295209764,0.250500844,0.25427444,1.227386243,0.305338547,0.289188283,0.362336403,0.219778325,128.9,0.270138025,1.845457778,34.75344126
3.6,1.8,0.18,9.36,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.54594056,0.433887933,0.364807798,1.126786589,0.991076059,0.297269061,0.267025281,0.280328094,1.24386125,0.300880506,0.277826463,0.369761466,0.197627491,231,0.348623896,2.074324154,80.46064557
3.6,1.8,0.9,10.8,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.568073598,0.466828035,0.408452329,1.031331046,1.090113321,0.295254679,0.28426051,0.261013432,1.229141771,0.293166689,0.284534219,0.362909859,0.214562566,155.4,0.292793222,1.951800011,45.42948215
3.6,1.8,1.8,12.6,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.608244938,0.506632599,0.454667101,1.201955478,1.165123393,0.249841121,0.261700646,0.249602971,1.581449912,0.314552526,0.29081826,0.395111218,0.214542998,98,0.255292994,1.672818863,24.95865996
5.4,0.9,0.18,12.06,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.54158759,0.412026248,0.345419428,1.162827549,1.109508223,0.273168503,0.261825641,0.258941511,1.41309425,0.304458068,0.287297736,0.386012841,0.202813096,403.2,0.277696882,1.652166469,111.9105092
5.4,0.9,0.9,13.5,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.547839472,0.43769217,0.379072753,1.206431858,1.128262534,0.299357155,0.256308501,0.255598711,1.223395296,0.309218741,0.28838245,0.366232135,0.219754039,298.3,0.239169568,1.599220007,71.28642248
5.4,0.9,1.8,15.3,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.579514081,0.472371762,0.413430653,1.033808299,1.083794717,0.258943018,0.282556322,0.26185768,1.492716391,0.292109071,0.28379997,0.386528488,0.219734472,207.7,0.207967678,1.410950832,43.14353193
5.4,1.8,0.18,12.96,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.544830645,0.431494745,0.364630104,1.165332512,0.990059582,0.295161826,0.26045728,0.279610547,1.249600177,0.303519336,0.276831101,0.36883427,0.197583635,323.5,0.251363127,1.497790549,81.26432352
5.4,1.8,0.9,14.4,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.559155549,0.457713746,0.394234818,1.032206296,0.982660248,0.295308057,0.282477667,0.281319969,1.233471819,0.291575226,0.27644195,0.364254166,0.214518711,240.5,0.221318528,1.463550807,53.17435549
5.4,1.8,1.8,16.2,8.12,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.587311042,0.480643281,0.428391521,1.226385428,0.989208452,0.262927948,0.250073543,0.278530973,1.45017902,0.306686549,0.275525193,0.381292594,0.21449914,168.9,0.197982696,1.300815365,33.39252173
1.8,1.8,1.8,9,0.56,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.431755725,0.399060952,0.879607101,0.83812176,1.024301543,1.149254828,0.318465238,0.27419476,0.246589238,0.266912645,0.280858116,0.283393872,0.215332378,32.75,0.679838127,2.350563265,22.25947213
1.8,1.8,1.8,9,1.78,0.0172,0.746,0.624,187.5,250,7.808671038,3000,15,6868.574537,0.32,178.5,2.50E-05,,0.639564659,0.561584992,0.814290808,1.129448561,1.198299683,1.150447441,0.313896295,0.249707457,0.248055819,0.354529719,0.299224367,0.285375182,0.21736866,26.77,0.520195304,2.372791266,13.91869384
